ASSET REGISTRY TEMPLATE,,,,,,,,,,,,,,,,,,,,,,,
Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks,Center Manager,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,,
